"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","135","257","284","274","313","367","406","538","595","677","739","847","1014","1030","1025","1091","1296","1355","1698","1725","1924","","",
"American Samoa","ASM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","803.313054065652","890.457197077967","877.262850684503","990.129447500524","974.988337246086","1032.32768844547","1098.78798638236","1168.03756575103","1107.85494815964","961.312109815568","1138.85874376018","1139.77919525197","1107.3389825291","1070.86651517496","1159.6811923681","1038.73481136304","1064.91930371026","1013.02633305997","1096.42250587857","1050.43280682188","1141.52873532371","1229.34576599789","","",
"Australia","AUS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2151.33884962839","2271.73304424044","2428.89438906911","2555.54313776668","2750.67777376534","2842.85077586934","3024.01749185928","3196.31382798037","3310.37771090491","3565.90683766203","3607.32119862404","3791.20094935004","3807.51201477603","4182.5130829639","4682.65337459934","4807.89635171632","5059.24596164933","5133.73032477183","5331.50783540381","5390.86315420617","5955.18719180224","6488.26900622656","","",
"Austria","AUT","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2707","2761","2936","3077","3291","3382","3596","3765","4025","4188","4300","4466","4751","4945","5083","5205","5477","5641","5905","6276","6531","7272","","",
"Azerbaijan","AZE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","102","111","123","133","146","185","226","259","379","381","377","494","543","612","634","622","563","546","617","831","733","","",
"Burundi","BDI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4754911002572","30.7935639737925","29.9080782102293","28.7723453082899","40.163376617897","42.9191114577167","51.8581733629613","55.9944594467867","48.4030865166948","57.1317907006435","71.1168025171967","65.0623460340891","56.3119978309224","60.0966245408208","52.557478816633","50.1425744322107","54.1324211026321","52.2004412045843","55.2982609893244","68.8218551230665","80.4213471964415","70.4981955313522","","",
"Belgium","BEL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2225.60762273579","2351.94161862076","2524.57853000521","2840.52106239035","2997.99931280686","3069.84425401216","3230.02781190438","3374.8490294785","3649.64777048441","3911.96589713061","4085.27136624886","4257.52575848015","4453.84401522795","4627.81292182088","4778.6622729398","5004.91066069164","5254.7996743285","5458.28053823334","5719.84628422139","6041.60189145965","6119.04597737963","6519.19755785617","","",
"Benin","BEN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.0322913971818","59.5519298603596","57.545413054411","59.2969330020193","63.9853677610614","64.8365322928276","68.7230860588659","64.9344442624935","60.8549318775247","66.2893874284582","69.3083683038088","70.442054570007","74.6588419884266","74.3286494487961","73.8943409635043","76.1861360555773","81.104740363001","78.2788434548513","89.7733532777907","82.5422058683074","83.0064337771371","97.1875993792537","","",
"Burkina Faso","BFA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5401207844104","27.4773235791475","29.0478018649039","32.7476288181216","45.6828981517137","46.4789991799228","56.3799114513479","67.8012750506277","63.0415647248069","69.3584307868049","76.213871353713","71.4413548830863","72.1729771233411","90.6441017393901","81.9008595636002","85.0829892774782","109.173846183119","119.803244043678","105.126206758401","116.968663626614","143.588514839194","152.708889475704","","",
"Bangladesh","BGD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4173828805587","29.4103974948575","33.2284798657013","35.3689470187944","38.3011063198578","42.6984880321557","47.4630962903004","53.2643057078988","55.6267916366416","60.0650799674672","66.4927132939321","73.7608159050284","82.2395271717563","85.7397539969363","91.1042042732953","95.8113122398616","108.921500484895","114.354209635926","121.530411923175","128.638188479391","133.912968065461","153.574043772374","","",
"Bulgaria","BGR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373","469","549","604","632","706","742","786","898","933","1058","1115","1227","1186","1349","1355","1491","1603","1681","1778","2139","2391","","",
"Bahrain","BHR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1312.97270197778","1433.99159432138","1514.12610317697","1667.32159325588","1539.289705353","1459.19505577606","1418.99216165356","1561.24620747875","1540.33614710254","2020.98742137959","1959.96475846041","1931.05236629214","2208.42023196229","2312.51362132856","2297.75307446024","2284.34133716579","2200.83929513682","2207.84807935975","2068.20130251699","2053.97756515122","2373.58557514087","2341.75300393491","","",
"Bahamas, The","BHS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","965.996843349076","1030.9902797553","1030.99047888645","1080.0255951703","1111.00657817437","1164.56925654297","1297.25486052554","1390.39194896","1475.88919815782","1485.90384876403","1536.55800186611","1578.64039803382","1630.67231026958","1696.66238001055","1759.3814275226","1664.82619169895","1837.84534042971","2303.22401001456","2127.7530445931","2133.82742484082","2150.38939830757","2369.33835401079","","",
"Bosnia and Herzegovina","BIH","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329","325","345","407","490","526","611","712","815","784","819","895","958","1018","1056","1093","1176","1198","1297","1439","1539","1693","","",
"Belarus","BLR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308","359","380","428","490","589","617","706","740","738","847","787","925","1054","998","1070","1025","1030","1045","1147","1265","1389","","",
"Belize","BLZ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225.312388042985","274.655694166092","292.576088063799","313.540850216305","316.230122466745","325.313994125707","350.704390373317","412.897539340658","448.293992565973","435.788075165883","432.610974467857","436.387856239123","397.568820390452","413.235597677786","451.433132584265","433.590313869923","436.559478472917","409.629852374111","427.606808264435","452.95365251189","431.416395854967","479.445520509433","","",
"Bermuda","BMU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147.865676550963","165.811722511591","172.089220607993","187.99856947059","184.936384646628","204.237794313772","199.161450675531","211.792257698178","220.876930890442","253.683426012093","264.245832539591","277.483470108427","305.468202580144","362.401163610817","408.059150218614","458.029011636103","501.964214506376","535.11279924394","572.471544838525","612.248239897842","649.870976734137","721.816978634995","","",
"Brazil","BRA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","749.67393378281","786.812454265821","827.144387643929","793.804952773772","845.628013365071","880.266103108352","958.141018720782","1027.07558228765","1063.98461721809","1110.0238752516","1132.54524014741","1167.38427852304","1160.01898598119","1239.2227733038","1315.2859063032","1309.01077612951","1302.74842638917","1371.23449971244","1416.76470801618","1471.48906453933","1534.58978290865","1625.64123610824","","",
"Barbados","BRB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694.316980653507","716.363524810286","774.691171298806","917.905382583784","1040.71492710857","1030.04838478555","1091.03749889942","1048.27592867355","1144.9317883985","1202.10797678695","1121.85329850249","1155.11368956304","1223.19035974238","1164.95151337731","1085.13679522193","1087.29513105891","1118.67564907061","1076.86510938527","1055.22178095192","1025.89028065974","1083.65431246726","1228.5258364115","","",
"Brunei Darussalam","BRN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1869.33761549576","1923.54306138406","1980.58410651525","2094.51389086519","2081.63132943701","1854.4562583444","1676.1233215082","1727.48705793411","1643.12491022054","2041.57547628128","1794.92623121969","1534.164312664","1602.71041904185","1562.41068299745","1532.05849341235","1469.79511298255","1413.72500367373","1366.08872458506","1473.67988765349","1404.59707336132","1555.08967516159","1456.42790163183","","",
"Bhutan","BTN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.610697238455","137.458128974146","137.250414115355","135.096808534465","160.69261948221","154.245337173089","179.260714198316","194.694181144739","175.988199186089","195.074746344101","213.407837618617","220.086670357675","260.657968226129","277.83191697491","283.662926218148","333.139174688784","346.780920995373","350.523670245191","364.33140357769","429.148495076067","494.165985825185","441.826251562668","","",
"Botswana","BWA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558.361367146962","592.379050411955","653.988401813507","660.806822557608","644.578591922213","594.082462912136","595.289921900004","718.067787543771","790.977580291109","751.671404595361","776.787187837801","777.594083226203","782.521436769829","851.572805361979","843.167806552367","819.037820614265","881.236352283407","971.726376384013","925.313383058614","964.575894816817","874.587600453344","1095.99941901229","","",
"Central African Republic","CAF","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3855831814867","26.0137631432641","29.3913474188627","30.2778788274799","31.224101126082","33.0213952512948","35.4187073791649","38.9668983369244","34.0617421397181","41.9457491137382","32.2022101292835","34.7563969812475","40.1315055315473","32.6019539623459","30.5940813056016","36.9394633243564","42.870110495608","55.9628308866297","98.7123262127532","71.4965621255887","82.3621999358966","85.6512326289184","","",
"Canada","CAN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2422.01783337729","2608.87899986198","2745.60497203759","2917.28741227919","3078.59388604998","3285.14884499319","3565.45742429771","3741.06869570156","3882.51079411675","4148.24523877714","4286.29085308921","4326.78999037273","4447.52285720835","4614.79109707473","4697.61283692919","4793.06242283962","5126.21964690082","5268.3075613014","5456.31435127905","5497.48703168996","6175.25973280269","6552.21935394823","6443.42252123088","",
"Central Europe and the Baltics","CEB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562.618352695545","629.649838848616","706.802556092529","780.143669594462","843.781889057307","900.958276765849","980.672313411685","1079.36484513442","1242.84733755834","1328.06872523869","1417.00184654551","1444.79806017371","1500.10710076869","1574.48244610216","1630.09773400833","1688.26049024452","1833.30872620806","1950.85409112229","2078.44684501689","2306.94282171559","2496.37092015398","2746.34684339905","","",
"Switzerland","CHE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3361.19598115836","3590.5175538735","3839.387583951","3940.24445604965","4122.48019910797","4189.06550769798","4447.4161177184","4822.5061181795","5165.47492207909","5401.82138858187","5435.07459721159","5806.98719189608","6061.95061773204","6439.49330319046","6652.95982515681","7073.03928953074","7442.94721005844","7560.96969305991","7641.88940605372","8068.70041611335","8337.79285001035","8998.39083887971","","",
"Channel Islands","CHI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","662.801965182316","700.948389360303","738.089491928584","784.550364553095","810.934266945017","840.220797579467","951.938076564075","1048.41997540753","1115.42505643763","1168.62559619018","1234.66692083551","1382.36896357136","1515.13942155076","1676.43105621434","1786.24926496263","1895.0553556297","2010.3926890466","2231.44151743259","2358.52062379086","2396.84871455773","2426.10086092236","2647.61196755769","2755.66667821337","",
"China","CHN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130.735873891337","135.776337962728","154.245592245044","173.586063983421","189.400253722256","211.350449159062","230.443048194655","250.278244172385","293.365917939719","358.250151413279","385.088289900378","439.545373121789","505.760999696194","557.707958653283","593.299669472209","633.544695266337","664.290359967466","711.750561442244","789.684853595374","885.836048204488","963.498016983697","1032.66756790952","","",
"Cote d'Ivoire","CIV","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.948049984255","173.188230840252","168.775435406156","156.076205288752","157.730862170826","147.916843903991","144.602990835695","141.143913278584","149.217207487308","150.186518814477","155.698406588199","144.112878837678","157.327828217649","142.881038604231","158.854204759077","147.465866801109","155.877557295156","157.023118864616","158.062116562878","175.763594311985","200.18577811242","187.889772816272","","",
"Cameroon","CMR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.670383637947","84.0945645652441","90.0410432987679","91.3071384557757","93.2884406971444","96.8547864839248","99.9011227666852","103.324370116731","103.851857803267","99.6907445536946","103.128142808858","113.934466088643","118.80960541234","115.983545036362","127.618388653024","123.590291721757","127.907368073868","125.405840795884","138.333089969166","142.961195594625","145.938022848026","155.561196494821","","",
"Congo, Dem. Rep.","COD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.34314327219412","11.0241916753668","10.9531143917258","16.6333704522888","20.5493543465624","21.1243183670605","23.0176532683539","24.1238783289957","29.3026063630167","26.6945431310214","23.800348536903","21.2216172222099","21.4868859175359","26.1053537375387","32.8012335676715","34.837029011409","40.7090961457657","42.5430873500278","35.1306898349382","38.0899029394024","44.6108354852935","45.6123695180436","","",
"Congo, Rep.","COG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1938333575735","82.0028510066661","67.1915300837779","75.7695817050174","77.4389894729403","73.963690921898","78.880443891835","81.1728257761377","100.167706315711","103.424537552579","95.4106485555701","91.1935128536737","115.782383507418","112.933609075252","112.108023888912","109.295855789581","102.329315315845","102.761122485218","73.5688659039252","99.1061679855031","156.918856241496","124.910432333079","","",
"Colombia","COL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","377.225820886423","407.10399683458","402.637968319827","423.487098011306","453.416481331011","505.340384723234","573.021717163849","635.655106681171","697.101513446341","749.716578455626","758.206639027353","785.092382502324","807.845579756417","889.165935861585","952.560108643699","996.502149019741","1052.20536497269","1100.72691831969","1156.11325114522","1234.79408351458","1316.13047505152","1542.48205566304","","",
"Comoros","COM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.006635288765","122.077942569767","127.186051417688","128.930843749728","128.643943603679","127.132276167631","122.085957320783","117.97607417907","114.627257375693","113.416832644019","118.19514291708","130.66306308384","137.395775324491","142.641185486505","151.238840873042","132.72568637861","142.059042509125","170.695052930703","163.982577623208","176.608787211638","198.328772583026","222.678986613057","","",
"Cabo Verde","CPV","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.828545489848","140.890732466243","148.491731646477","147.284514736019","161.574997168829","174.166899641002","200.22673687909","209.889194896538","193.000719115128","205.60470685234","240.835984116999","242.930807204555","282.705920078231","290.436920618056","290.62542262016","274.769466586268","291.456668349928","332.978171308188","347.434923096662","356.267833012232","408.39706331624","505.638909508142","","",
"Costa Rica","CRI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","526.582379718728","539.492143796843","591.070645354258","627.871194995862","630.823393590451","670.030680471624","760.482249306732","840.76914692986","944.885901097447","978.760106711972","1052.44512471552","1120.5684623864","1135.49504340605","1173.78068571549","1254.05358672534","1321.97635580109","1382.81825553883","1420.89768620743","1540.55572224876","1632.59689185347","1697.62911956665","1713.84412924159","","",
"Caribbean small states","CSS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","441.901217120316","431.284419195375","475.570350864483","504.433372796393","545.034024361313","568.252229001712","631.224201743772","662.963905455779","689.328862941385","705.601186163008","714.484360079678","743.580769788788","762.409338248509","793.24335957453","806.868071802656","825.683608057203","841.618034218656","929.256837641487","996.86902572104","1085.78317585743","1098.52238479519","1144.86967853583","","",
"Cuba","CUB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","548.931046566225","640.60623115606","713.187535655239","758.995293581685","750.019191294757","1070.92946864909","1291.47154316706","1839.72360969976","1968.03720323393","2181.36968365444","2029.87184361724","2158.66146339222","1879.45075252845","2221.22943380493","2700.48626704638","3176.12184740397","2492.10939811466","2466.84571966443","2484.06821613305","2552.08307609835","2594.51824949427","3033.18723165667","","",
"Curacao","CUW","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1136","1228","1331","1377","1412","1520","1655","1783","2123","2221","2206","2177","2091","2100","2078","2170","2396","2558","2795","3133","3498","4206","","",
"Czechia","CZE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","923.641811465762","1031.71963630257","1127.05592517405","1274.91195780833","1329.57135464229","1402.73721211222","1476.60560008819","1580.22309530259","1777.90518435705","2015.99041732544","2117.71848606759","2193.88560690246","2231.65585152558","2317.52124577877","2477.29024830647","2499.87668097591","2690.85080041556","2869.78513781705","3079.39892120233","3368.60496777323","3947.01711822376","4249.36157966936","","",
"Germany","DEU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2691.50039419867","2817.89049518909","2973.18914111523","3111.09239306257","3178.56554001124","3277.21197683164","3474.40241826738","3645.62869401419","3870.15302065774","4132.50365734292","4320.76079284843","4588.34187850939","4711.75339979793","4956.39321925414","5197.23907615432","5359.85239152038","5698.08169000408","6026.14131620813","6345.44867298703","6730.3471028493","7167.87224910866","7606.96280449099","8166.12897064057","",
"Djibouti","DJI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1231995409757","75.1232647792376","89.7024939054835","105.115652066089","90.4997674361022","101.97556767114","119.939585443357","121.616886580936","114.562905647252","115.633916313969","110.217502513932","119.038064779661","118.818493030736","108.931970382126","115.637706927434","138.756105880714","116.880470276129","109.893257287637","109.942301836964","107.656222423709","107.830298162461","150.339078470284","","",
"Dominica","DMA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","352.982743340455","315.896444082361","311.76467600176","351.094253983526","362.894034019991","394.594769390066","408.812166888702","447.24804561741","514.410478151014","505.128214538155","532.499282658197","561.342989613435","593.625900557894","559.734746003551","588.403675497426","584.419687003714","623.019240476164","628.731440626061","750.448425616891","667.704984080144","648.761847003417","753.322055274535","","",
"Denmark","DNK","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2327","2492","2670","2748","2971","3109","3429","3647","3939","4314","4572","4629","4724","4837","4952","5095","5348","5606","5817","6091","6434","7043","7158","",
